id,name,lastname,gender,nationality
18057,"STÃ–HR, Henry",M,GDR
18058,"STÃ„BER, Lothar",M,EUA
18059,"STÃ„HELI, Konrad",M,SUI
18060,"STAAF, Karl Gustav",M,ZZX
18061,"STACEY, Jay Jason",M,AUS
18062,"STACHOWSKI, Amber",F,USA
18063,"STACK, Allen Mcintyre",M,USA
18064,"STACK, John Charles",M,USA
18065,"STAD-DE JONG, Xenia",F,NED
18066,"STADEL, Willi Friedrich",M,GER
18067,"STADLER, Andreas",M,AUT
18068,"STADLER, Joseph F.",M,USA
18069,"STADNIK, Andriy",M,UKR
18070,"STADNIK, Mariya",F,AZE
18071,"STADNIUK, Ryszard",M,POL
18072,"STAFF, Jamie",M,GBR
18073,"STAHL, Rudolf",M,GER
18074,"STAHLE, Andreas",M,GDR
18075,"STAHLE, Axel",M,SWE
18076,"STAHNKE, Martin",M,GER
18077,"STAHRE, Olof",M,SWE
18078,"STAIB, Christian Frederik",M,NOR
18079,"STAICULESCU, Doina",F,ROU
18080,"STAINES, Michael Laurence",M,USA
18081,"STAKULA, Ivo",M,YUG
18082,"STALDER, Josef",M,SUI
18083,"STALDER, Marvin Frederick",M,USA
18084,"STALEY, Dawn",F,USA
18085,"STALEY, Walter Goodwin Jr.",M,USA
18086,"STALLARD, Henry B.",M,GBR
18087,"STALLARD, Tom",M,GBR
18088,"STALMAN, Ria G.",F,NED
18089,"STAM, Hans",M,NED
18090,"STAMBACHR, Frantisek",M,TCH
18091,"STAMM, Hagen",M,FRG
18092,"STAMM, Michael Eugene",M,USA
18093,"STANCHEV, Nikola Nikolov",M,BUL
18094,"STANCHEVA, Galina",F,BUL
18095,"STANCZYK, Stanley Anthony",M,USA
18096,"STANDAERT, LÃ©opold",M,BEL
18097,"STANDARD JOHNSON, Franklin",M,CUB
18098,"STANFIELD, Andrew William",M,USA
18099,"STANGE, Uta",F,GDR
18100,"STANGL, Innozenz (Inno)",M,GER
18101,"STANGLAND, Robert",M,USA
18102,"STANHOPE, Richard",M,GBR
18103,"STANICH, George Anthony",M,USA
18104,"STANIEK, Ryszard",M,POL
18105,"STANISIC, Bozidar",M,YUG
18106,"STANISZEWSKI, Michal",M,POL
18107,"STANKIEWICZ, Tomasz",M,POL
18108,"STANKOV, Georghi",M,BUL
18109,"STANKOVIC, Branislav",M,YUG
18110,"STANKOVICH, Vasili",M,URS
18111,"STANLEY, Clayton",M,USA
18112,"STANULET, Mihaela",F,ROU
18113,"STANULOV, Milorad",M,YUG
18114,"STANYAR, Stanley",M,CAN
18115,"STAPLEY, Henry",M,GBR
18116,"STARBROOK, David Colin",M,GBR
18117,"STARE, Ragnar",M,SWE
18118,"STARK, Ian",M,GBR
18119,"STARKE, Ute",F,GDR
18120,"STARNOVSKY, Bohumil",M,TCH
18121,"STAROSTIN, Anatoli",M,URS
18122,"STAROSTIN, Anatoli",M,EUN
18123,"STARRE, Katie",F,AUS
18124,"STARUNSKY, Yuri",M,URS
18125,"STASSFORTH, Bowen Dow",M,USA
18126,"STASYUK, Natalia",F,BLR
18127,"STAUB, Paul",M,SUI
18128,"STAUFFER, Brenda Lee",F,USA
18129,"STAVER, Julia Ann",F,USA
18130,"STEARNS, Richard Irving",M,USA
18131,"STEBBINS, Richard Vaughn",M,USA
18132,"STEBLER, Pierre Armand",M,SUI
18133,"STECCA, Maurizio",M,ITA
18134,"STECHER, Renate",F,GDR
18135,"STECYK, Wladyslaw",M,POL
18136,"STEDING, Katy",F,USA
18137,"STEDMAN, Ivan",M,AUS
18138,"STEEL, Bryan",M,GBR
18139,"STEELE, Harry",M,USA
18140,"STEELE, Paul",M,CAN
18141,"STEELE, Randal Scott",M,USA
18142,"STEELE, William Samuel",M,USA
18143,"STEEMAN, Hermanus Hendricus",M,NED
18144,"STEEN, David",M,CAN
18145,"STEEN, Ingrid",F,NOR
18146,"STEENBERGHE, Florentine",F,NED
18147,"STEENKEN, Hartwig",M,FRG
18148,"STEENS, Timotheus Bernardus",M,NED
18149,"STEEP, Frederick",M,CAN
18150,"STEER, Irene",F,GBR
18151,"STEERE, Richard Clarke",M,USA
18152,"STEFAN, Maria",F,ROU
18153,"STEFANEK, Gertrud",F,HUN
18154,"STEFANONI, Ivo",M,ITA
18155,"STEFANOV, Stefan Bojilov",M,BUL
18156,"STEFANSKI, Wlodzimierz",M,POL
18157,"STEFANSSON, Olafur",M,ISL
18158,"STEFECEKOVA, Zuzana",F,SVK
18159,"STEFFE, Giovanni",M,ITA
18160,"STEFFEN, Britta",F,GER
18161,"STEFFEN, Otto",M,USA
18162,"STEFFENBURG, Rolf",M,SWE
18163,"STEFFENS, Jessica",F,USA
18164,"STEFFENS, Walter Johan",M,GER
18165,"STEFFENSEN, John",M,AUS
18166,"STEFFENSEN, Wilhelm Marius Bakke",M,NOR
18167,"STEFFES, Kent",M,USA
18168,"STEFFIN, Christel",F,EUA
18169,"STEGEMANN, Kerstin",F,GER
18170,"STEHLIK, Henrik",M,GER
18171,"STEIMETZ, Boris",M,FRA
18172,"STEINACHER, Hans Peter",M,AUT
18173,"STEINBACH, Angela",F,FRG
18174,"STEINBACH, Klaus",M,FRG
18175,"STEINBACH, Michael",M,GER
18176,"STEINBACH, Sabine",F,GDR
18177,"STEINBACH, Wolfgang",M,GDR
18178,"STEINBECK, Janet",F,AUS
18179,"STEINBERG, Roman",M,EST
18180,"STEINBRECHER, Marianne",F,BRA
18181,"STEINDORF, Ute",F,GDR
18182,"STEINEMANN, Eduard",M,SUI
18183,"STEINER, Andre",M,GER
18184,"STEINER, Matthias",M,GER
18185,"STEINES, GÃ¼nther",M,GER
18186,"STEINFELD, Hans Christopher",M,USA
18187,"STEINHOEFEL, Ingo",M,GDR
18188,"STEINHUBER, Karl",M,AUT
18189,"STEINKRAUS, William Clark",M,USA
18190,"STEINMETZ, Adam",M,HUN
18191,"STEINMETZ, Barnabas",M,HUN
18192,"STEINMETZ, Janos",M,HUN
18193,"STEINMETZ, Klement",M,AUT
18194,"STEINSEIFER, Carolyn",F,USA
18195,"STEINWEG, Stefan",M,GER
18196,"STEKL, Philip William",M,USA
18197,"STELLAK, Grzegorz",M,POL
18198,"STELLMACH, Manuela",F,GDR
18199,"STELLMACH, Manuela",F,GER
18200,"STELMA, Jacoba Cornelia",F,NED
18201,"STEN, Sanna",F,FIN
18202,"STENBERG, Kurt Enoch",M,FIN
18203,"STENQVIST, Harry",M,SWE
18204,"STENROOS, Albin Oskar",M,FIN
18205,"STENVAAG, Harald",M,NOR
18206,"STEPAN, Mary Louise",F,USA
18207,"STEPANEK, Ondrej",M,CZE
18208,"STEPANOV, Oleg",M,URS
18209,"STEPANOV, Vasili",M,URS
18210,"STEPANOVA, Maria",F,RUS
18211,"STEPASHKIN, Stanislav",M,URS
18212,"STEPHAN, Daniel",M,GER
18213,"STEPHEN, Charles",M,IND
18214,"STEPHENS, Helen Herring",F,USA
18215,"STEPHENS, John",M,AUS
18216,"STEPHENSON, William",M,USA
18217,"STEPIEN, Piotr",M,POL
18218,"STEPKINE, Iouri",M,RUS
18219,"STEPNIK, Ayelen Iara",F,ARG
18220,"STEPULOV, Nikolai",M,EST
18221,"STERBINSZKY, Amalia",F,HUN
18222,"STERCKX, Leo",M,BEL
18223,"STEREA, Constantin",M,ROU
18224,"STERIAN, Soare",M,ROU
18225,"STERKEL, Gillian Ann",F,USA
18226,"STERLIK, Vladimir",M,URS
18227,"STERN, Marcel",M,SUI
18228,"STETSENKO, Tatiana",F,URS
18229,"STETSENKO, Yuri",M,URS
18230,"STEUER, Anni",F,GER
18231,"STEVENS, Craig",M,AUS
18232,"STEVENS, Edward Glenister",M,USA
18233,"STEVENS, Jeff",M,USA
18234,"STEVENS, Lawrence",M,RSA
18235,"STEVENS, Raymond",M,GBR
18236,"STEVENS, Rochelle",F,USA
18237,"STEVENSON, Nicole Dawn",F,AUS
18238,"STEVENSON, Sarah",F,GBR
18239,"STEVENSON, Teofilo",M,CUB
18240,"STEVENSON, Toby",M,USA
18241,"STEWARD, Natalie Alwyne",F,GBR
18242,"STEWART, Anthea Doreen",F,ZIM
18243,"STEWART, Charles Edward",M,GBR
18244,"STEWART, Danielle",F,AUS
18245,"STEWART, Dennis",M,GBR
18246,"STEWART, Douglas Norman",M,GBR
18247,"STEWART, Geoff",M,AUS
18248,"STEWART, Ian",M,GBR
18249,"STEWART, James",M,CAN
18250,"STEWART, James",M,AUS
18251,"STEWART, Jean",F,NZL
18252,"STEWART, Kerron",F,JAM
18253,"STEWART, Melvin",M,USA
18254,"STEWART, Ossie",M,GBR
18255,"STEWART, Ray",M,JAM
18256,"STEWART, Sarah Gillow Marshal",F,GBR
18257,"STEWART, Steve",M,AUS
18258,"STEWART, William George",M,GBR
18259,"STEYAERT, LÃ©onard",M,BEL
18260,"STICH, Michael",M,GER
18261,"STICKER, Josephine",F,AUT
18262,"STICKLES, Therese Lee",F,USA
18263,"STICKNEY, Arthur William",M,USA
18264,"STICKNEY, Stuart Grosvenor",M,USA
18265,"STIERNSPETZ, Yngve",M,SWE
18266,"STIFF, Harry Joseph",M,GBR
18267,"STILES, Cyril Alec",M,NZL
18268,"STILL, Kevin Raymond",M,USA
18269,"STILL, Megan Leanne",F,AUS
18270,"STILLINGS, John Stuart",M,USA
18271,"STINDT, Hermine",F,GER
18272,"STINGA, Vasile",M,ROU
18273,"STIPANIC, Karlo",M,YUG
18274,"STITTS, Staciana",F,USA
18275,"STIVES-LENDE, Karen Elizabeth",F,USA
18276,"STIXRUD, Martin",M,NOR
18277,"STOBS, Shirley Anne",F,USA
18278,"STOCK, Jean-Pierre",M,FRA
18279,"STOCKBAUER, Hannah",F,GER
18280,"STOCKHAUSEN, Adolf",M,GER
18281,"STOCKHOFF, Arthur",M,USA
18282,"STOCKL, Werner",M,ROU
18283,"STOCKMAN, Phil",M,AUS
18284,"STOCKTON, Donald Parker",M,CAN
18285,"STOCKTON, John Houston",M,USA
18286,"STOCKWELL, Marcus",M,AUS
18287,"STODDARD, Laurence",M,USA
18288,"STOECKEL, Hayden",M,AUS
18289,"STOECKLIN, Stephane",M,FRA
18290,"STOELEN, Henri",M,BEL
18291,"STOERE, Heidi",F,NOR
18292,"STOERSETH, Steffen",M,NOR
18293,"STOEVA, Vassilka",F,BUL
18294,"STOGOV, Vladimir",M,URS
18295,"STOIAN, Nicu",M,ROU
18296,"STOIANOV, Khristo",M,BUL
18297,"STOITCHEV, Trendafil",M,BUL
18298,"STOJKOVIC, Dragan",M,YUG
18299,"STOKES, Shelly",F,USA
18300,"STOKES, Walter Raymond",M,USA
18301,"STOKKELAND, Espen",M,NOR
18302,"STOKVIS, Rudolf (Ruud)",M,NED
18303,"STOLBOV, Pavel",M,URS
18304,"STOLL-WARTENBERG, Christiane",F,GDR
18305,"STOLZE, Fritz",M,GER
18306,"STOMBERGAS, Saulius",M,LTU
18307,"STONELEY, Crew Hallett",M,GBR
18308,"STONES, Dwight Edwin",M,USA
18309,"STONKUS, Stasis",M,URS
18310,"STOOP, Louis",M,BEL
18311,"STORCH, Karl",M,GER
18312,"STORCZ, Botond",M,HUN
18313,"STOREY, Dudley Leonard",M,NZL
18314,"STORK, Hermann",M,GER
18315,"STORK, Jeffrey Malcolm",M,USA
18316,"STORK, Sture",M,SWE
18317,"STORM, James Eugene",M,USA
18318,"STORM, Michael Earle",M,USA
18319,"STORMS, RÃ©ginald",M,BEL
18320,"STORZ, Harry",M,GER
18321,"STOUDEMIRE, Amare",M,USA
18322,"STOUDER, Sharon Marie",F,USA
18323,"STOUTE, Jennifer",F,GBR
18324,"STOVER-IRWIN, Juno Roslays",F,USA
18325,"STOWE, William Arthur",M,USA
18326,"STOWELL, Belinda",F,AUS
18327,"STOWERS, Julia",F,USA
18328,"STOYANOV, Blagovest Nikolov",M,BUL
18329,"STOYANOV, Dimitre Milanov",M,BUL
18330,"STOYANOV, Gavril Todorov",M,BUL
18331,"STOYANOVA, Maria",F,BUL
18332,"STOYANOVA, Penka",F,BUL
18333,"STOYANOVA, Radka",F,BUL
18334,"STOYKOV, Dinko Petrov",M,BUL
18335,"STRÃ–M, Einar",M,NOR
18336,"STRÃ–MBERG, Thorvald Lennart",M,FIN
18337,"STRACHAN, Rodney",M,USA
18338,"STRAKER, Karen",F,GBR
18339,"STRAKHOV, Gennadi",M,URS
18340,"STRAND, Andreas",M,NOR
18341,"STRAND, Lennart",M,SWE
18342,"STRANGE, George  M.",M,CAN
18343,"STRANTZEN, Gerd",M,GER
18344,"STRASBURG, Stephen",M,USA
18345,"STRASSBERGER, Josef",M,GER
18346,"STRATAN, Dmitri",M,RUS
18347,"STRATAN, Dmitry",M,RUS
18348,"STRAUB, JÃ¼rgen",M,GDR
18349,"STRAUCH, Annegret",F,GDR
18350,"STRAUCH, Annegret",F,GER
18351,"STRAUCH, Filip",M,RU1
18352,"STRAULINO, Agostino",M,ITA
18353,"STRAUSBAUGH, Scott",M,USA
18354,"STRAUSS, Astrid",F,GDR
18355,"STRAUSS, Hugo",M,GER
18356,"STRAUSS, Thomas",M,FRG
18357,"STRAUWEN, RenÃ©",M,BEL
18358,"STRAZHEVA, Olga",F,URS
18359,"STRBAC, Branko",M,YUG
18360,"STREBLER, Zenon B.",M,USA
18361,"STRECHEN, Sigita",F,URS
18362,"STREETER, Smith O.",M,USA
18363,"STREIB, Max",M,SUI
18364,"STREICH, Jacek",M,POL
18365,"STREICH, Joachim",M,GDR
18366,"STREIT, Mario",M,GDR
18367,"STRELTSOV, Eduard",M,URS
18368,"STRENG, Ernst",M,EUA
18369,"STREPPELHOFF, Thorsten",M,GER
18370,"STRETTON, Ronald Charles",M,GBR
18371,"STRICKLAND-DE LA HUNTY, Shirley",F,AUS
18372,"STRIGEL, Daniel",M,GER
18373,"STRIKE-SISSON, Hilda",F,CAN
18374,"STRITOF, Ratko",M,CRO
18375,"STRNISKO, Julius",M,TCH
18376,"STROBINO, Gaston",M,USA
18377,"STROBOER, Gijsbert (Gijs)",M,NED
18378,"STRODTER, Wolfgang",M,FRG
18379,"STROESCO, M.",M,ROU
18380,"STROESCU, Silvia",F,ROU
18381,"STROHBACH, Rainer",M,GDR
18382,"STROMBERGS, Maris",M,LAT
18383,"STRONG, F.Calvert",M,USA
18384,"STRONG, Judith Ann",F,USA
18385,"STRONG, Shirley",F,GBR
18386,"STROPAHL-STREIDT, Ellen",F,GDR
18387,"STRUG, Kerri",F,USA
18388,"STRUKSNAS, Hans Soelberg",M,NOR
18389,"STRUNNIKOVA, Natalia",F,URS
18390,"STRUPPERT, BÃ¤rbel",F,GDR
18391,"STRUZHANOV, Vladimir",M,URS
18392,"STRZALKA, Mariusz",M,POL
18393,"STUART, Douglas Cecil Rees",M,GBR
18394,"STUBBENDORF, Ludwig",M,GER
18395,"STUBER, Werner",M,SUI
18396,"STUBNICK, Christa",F,EUA
18397,"STUCZYNSKI, Jennifer",F,USA
18398,"STUDENETSKY, Mikhail",M,URS
18399,"STUDENROTH, Arthur",M,USA
18400,"STUDER, Emil",M,SUI
18401,"STUDER, Robert",M,SUI
18402,"STUDNEVA, Marina",F,URS
18403,"STUECKELBERGER, Christine",F,SUI
18404,"STUER-LAURIDSEN, Thomas",M,DEN
18405,"STUKALAVA, Tatsiana",F,BLR
18406,"STUKELJ, Leon",M,YUG
18407,"STUKOLKIN, Ivar",M,URS
18408,"STULCE, Michael D.",M,USA
18409,"STUNYO, Jeanne Georgetta",F,USA
18410,"STURROCK, Alexander Stuart",M,AUS
18411,"STURROCK, John Duncan",M,GBR
18412,"STURRUP, Chandra",F,BAH
18413,"STURZENEGGER, Paul",M,SUI
18414,"STUTTERHEIM, Edward",M,NED
18415,"STYLES, William Kensett",M,GBR
18416,"STYOPINA, Viktoriya",F,UKR
18417,"SU, Huijuan",F,CHN
18418,"SUAREZ AMADOR, Narciso",M,ESP
18419,"SUAREZ, Leonel",M,CUB
18420,"SUAREZ, Paola",F,ARG
18421,"SUBAGJA, Ricky Achmad",M,INA
18422,"SUBE, Karola",F,GDR
18423,"SUCCI, Belen",F,ARG
18424,"SUCHANECKI, Francois",M,SUI
18425,"SUCIU, Ioan Silviu",M,ROU
18426,"SUDAR, Attila",M,HUN
18427,"SUDDUTH, Andrew Hancock",M,USA
18428,"SUDDUTH, Jill",F,USA
18429,"SUERIG, Frederick",M,USA
18430,"SUETSUGU, Shingo",M,JPN
18431,"SUFFO K, Patrick",M,CMR
18432,"SUGAHARA, Sadatoshi",M,JPN
18433,"SUGAWARA, Yasaburo",M,JPN
18434,"SUGIURA, Masanori",M,JPN
18435,"SUGIURA, Shigeo",M,JPN
18436,"SUGIYAMA, Kayoko",F,JPN
18437,"SUGIYAMA, Kento",M,JPN
18438,"SUGIYAMA, Ryuichi",M,JPN
18439,"SUHL, Eckard",M,FRG
18440,"SUI, Jianshuang",F,CHN
18441,"SUI, Xinmei",F,CHN
18442,"SUJSTER, Vladimir",M,CRO
18443,"SUK, Min-Hee",F,KOR
18444,"SUKHAREV, Vladimir",M,URS
18445,"SUKHARNOVA, Olga",F,URS
18446,"SUKHORUCHENKOV, Sergei",M,URS
18447,"SUKHORUKOV, Alexander",M,RUS
18448,"SUKHORUKOV, Yuriy",M,UKR
18449,"SUKNO, Goran",M,YUG
18450,"SUKOSSIAN, Pavel",M,RUS
18451,"SUKOVA, Helena",F,TCH
18452,"SUKOVA, Helena",F,CZE
18453,"SULAIMAN, Mohamed Ahmed",M,QAT
18454,"SULAKVELIDZE, Tengiz",M,URS
18455,"SULEIMANOV, Renart",M,URS
18456,"SULEYMANOGLU, Naim",M,TUR
18457,"SULLEY, Arthur Lindsay",M,GBR
18458,SULLIVAN,M,USA
18459,"SULLIVAN, Eamon",M,AUS
18460,"SULLIVAN, Michael",M,GBR
18461,"SUMEGI, John",M,AUS
18462,"SUMMERTON, Laura",F,AUS
18463,"SUMNIKOVA, Irina",F,URS
18464,"SUN, Dan",F,CHN
18465,"SUN, Fuming",F,CHN
18466,"SUN, Jin",F,CHN
18467,"SUN, Man",F,CHN
18468,"SUN, Qingmei",F,CHN
18469,"SUN, Qiuting",F,CHN
18470,"SUN, Shuwei",M,CHN
18471,"SUN, Tian Tian",F,CHN
18472,"SUN, Wen",F,CHN
18473,"SUN, Xiu-Lan",F,CHN
18474,"SUN, Ye",F,CHN
18475,"SUN, Yue",F,CHN
18476,"SUNARA, Ivan",M,YUG
18477,"SUNDÃ‰N-CULLBERG, Daniel (Dan)",M,SWE
18478,"SUNDAL, Heidi",F,NOR
18479,"SUNDAL, Olav",M,NOR
18480,"SUNDBERG, Harry",M,SWE
18481,"SUNDBERG, Johan (John)",M,SWE
18482,"SUNDBY, Siren",F,NOR
18483,"SUNDE, Olav",M,NOR
18484,"SUNDELIN, JÃ¶rgen",M,SWE
18485,"SUNDELIN, Peter",M,SWE
18486,"SUNDELIN, Ulf",M,SWE
18487,"SUNDERLAND, Paul Benedict",M,USA
18488,"SUNDQVIST, Karl",M,SWE
18489,"SUNDSTRÃ–M, Holger",M,SWE
18490,"SUNESEN, Gitte",F,DEN
18491,"SUNG, Jung-A",F,KOR
18492,"SUNG, Kyung-Hwa",F,KOR
18493,"SUNG, Yu-Chi",M,TPE
18494,"SUOMELA, Klaus Unno",M,FIN
18495,"SUONIEMI, Kalevi Ensio",M,FIN
18496,"SUORANIEMI, Tommy",M,SWE
18497,"SUPCIK, Bedrich",M,TCH
18498,"SUPRON, Andrzej",M,POL
18499,"SURANOVA, Eva",F,TCH
18500,"SURENJAV, Sukhbaatar",M,MGL
18501,"SURIN, Bruny",M,CAN
18502,"SURINDER, Singh",M,IND
18503,"SURUAGY, Sandra",F,BRA
18504,"SUSANTI, Susi",F,INA
18505,"SUSANTO, Hermawan",M,INA
18506,"SUSANU, Viorica",F,ROU
18507,"SUSELBEEK, Herman Johan",M,NED
18508,"SUSKI, Marian",M,POL
18509,"SUSLIN, Viktor",M,URS
18510,"SUSLINA, Inna",F,RUS
18511,"SUSS, Christian",M,GER
18512,"SUTA, Khassaraporn",F,THA
18513,"SUTHERLAND, Darren John",M,IRL
18514,"SUTHERLAND, Ivan",M,NZL
18515,"SUTTNER, Andreas",M,AUT
18516,"SUTTON, Henry Cecil",M,GBR
18517,"SUTTON, Robert Mandel",M,USA
18518,"SUVIGNY, Raymond",M,FRA
18519,"SUVIO, Sten",M,FIN
18520,"SUZUKI, Daichi",M,JPN
18521,"SUZUKI, Emiko",F,JPN
18522,"SUZUKI, Hiroshi",M,JPN
18523,"SUZUKI, Keiji",M,JPN
18524,"SVAHNSTROM, Malin",F,SWE
18525,"SVAJLEN, Antonin",M,TCH
18526,"SVANBERG, Johan Fritiof",M,SWE
18527,"SVATKOVSKIY, Dmitri",M,EUN
18528,"SVATKOVSKIY, Dmitri",M,RUS
18529,"SVEDA, Jan",M,TCH
18530,"SVEDBERG, Rudolf",M,SWE
18531,"SVEDBERG, Ruth A.",F,SWE
18532,"SVEDOVA, Ludmila",F,TCH
18533,"SVENDSEN, Cathrine",F,NOR
18534,"SVENDSEN, Christian Valdemar",M,DEN
18535,"SVENDSEN, Jon Howard",M,USA
18536,"SVENDSEN, Poul Verner",M,DEN
18537,"SVENSEN, Erik",M,SWE
18538,"SVENSSON, Arthur",M,SWE
18539,"SVENSSON, Carl-Erik",M,SWE
18540,"SVENSSON, Egon",M,SWE
18541,"SVENSSON, Eric",M,SWE
18542,"SVENSSON, Frithiof",M,SWE
18543,"SVENSSON, Gottfrid",M,SWE
18544,"SVENSSON, Gustaf",M,SWE
18545,"SVENSSON, Karl",M,SWE
18546,"SVENSSON, Karl Johan",M,SWE
18547,"SVENSSON, Karl-Gustaf E.",M,SWE
18548,"SVENSSON, Per Oscar",M,SWE
18549,"SVENSSON, Ragnar",M,SWE
18550,"SVENSSON, Rudolf",M,SWE
18551,"SVENSSON, Sigurd",M,SWE
18552,"SVENSSON, Thorsten",M,SWE
18553,"SVENSSON, Tina",F,NOR
18554,"SVENSSON, Tomas",M,SWE
18555,"SVESHNIKOV, German",M,URS
18556,"SVETLICHNYI, Alexandre",M,UKR
18557,"SVIRIDENKO, Georgi",M,URS
18558,"SVIRIN, Alekseij",M,RUS
18559,"SVOBODA, Jindrich",M,TCH
18560,"SVOBODA, Jiri",M,TCH
18561,"SVOJANOVSKY, Oldrich",M,TCH
18562,"SVOJANOVSKY, Pavel",M,TCH
18563,"SWAAB, Ninna",F,SWE
18564,"SWAGERTY, Jane Ellen",F,USA
18565,"SWAHN, Alfred",M,SWE
18566,"SWAHN, Oscar",M,SWE
18567,"SWAIL, Julie",F,USA
18568,"SWAIN, Michael Lee",M,USA
18569,"SWAN, Isabel",F,BRA
18570,"SWANN, Sidney Ernest",M,GBR
18571,"SWANSON, Duane Alexander",M,USA
18572,"SWARTENBROEKS, Armand",M,BEL
18573,"SWEENEY, Patrick John",M,GBR
18574,"SWENSSON, Egbert",M,GDR
18575,"SWEYS, Anthony Ahasuerus",M,NED
18576,"SWIERCZEWSKI, Piotr",M,POL
18577,"SWIFT, Alfred James",M,RSA
18578,"SWINDLEHURST, Thomas",M,GBR
18579,"SWINKELS, Eric",M,NED
18580,"SWOOPES, Sheryl",F,USA
18581,"SWORNOWSKI, Leszek",M,POL
18582,"SYCHEV, Aleksandr",M,URS
18583,"SYCZ, Robert",M,POL
18584,"SYDOR, Alison",F,CAN
18585,"SYDORENKO, Volodymyr",M,UKR
18586,"SYED, Hussain Shah",M,PAK
18587,"SYED, Iftikar Ahmed",M,PAK
18588,"SYED, Mudassar Ashgar",M,PAK
18589,"SYERS, Edgar",M,GBR
18590,"SYERS, Florence",F,GBR
18591,"SYKORA, Stacy",F,USA
18592,"SYKOROVA, Marie",F,TCH
18593,"SYLANTYEV, Denys",M,UKR
18594,"SYLVAN, C. Torsten L.",M,SWE
18595,"SYLVANUS, Dung Dung",M,IND
18596,"SYLVESTER, Michael",M,ITA
18597,"SYMES, John",M,GBR
18598,"SYMON, Donald",M,NZL
18599,"SYNEK, Ondrej",M,CZE
18600,"SYNNOTT, Francis Allen",M,USA
18601,"SYPNIEWSKI, Marian",M,POL
18602,"SYPYTKOWSKI, Andrzej",M,POL
18603,"SYROVATKA, Vladimir",M,TCH
18604,"SYRTSOV, Serguei",M,EUN
18605,"SYRTSOV, Serguei",M,RUS
18606,"SYVERTSEN, Olaf",M,NOR
18607,"SZÃ–KE, Katalin",F,HUN
18608,"SZÃ–LLÃ–SI, Imre",M,HUN
18609,"SZABADOS, LÃ¡szlÃ³",M,HUN
18610,"SZABO-LAZAR, Reka Zsofia",F,ROU
18611,"SZABO, Bence",M,HUN
18612,"SZABO, Ecaterina",F,ROU
18613,"SZABO, Gabriela",F,ROU
18614,"SZABO, Gabriella Timea",F,HUN
18615,"SZABO, Istvan",M,HUN
18616,"SZABO, Jozsef",M,HUN
18617,"SZABO, Szilvia",F,HUN
18618,"SZABO, Tunde",F,HUN
18619,"SZABO, Vilmos",M,ROU
18620,"SZALAI, GyÃ¶rgy",M,HUN
18621,"SZALAI, Miklos",M,HUN
18622,"SZALAY HORVATHNE, Gyoengyi",F,HUN
18623,"SZANTO, Anna",F,HUN
18624,"SZÃœCS, Lajos",M,HUN
18625,"SZÃœTS, Ferenc",M,HUN
18626,"SZARKA, Zoltan",M,HUN
18627,"SZARMACH, Andrzej",M,POL
18628,"SZATMARI, Elemer",M,HUN
18629,"SZCZEPANSKA, Aneta",F,POL
18630,"SZCZEPANSKI, Jan",M,POL
18631,"SZCZERBA, Kazimierz",M,POL
18632,"SZCZERBINSKA, Lidia",F,POL
18633,"SZCZESNIEWSKA, Zofia",F,POL
18634,"SZCZUROWSKI, Stefan",M,AUS
18635,"SZECHY, Laszlo",M,HUN
18636,"SZECSI, Zoltan",M,HUN
18637,"SZEKELY-MARVALICS, GyÃ¶rgyi",F,HUN
18638,"SZEKELY, Andras",M,HUN
18639,"SZEKELY, Bulcsu",M,HUN
18640,"SZEKELY, Eva",F,HUN
18641,"SZEKELY, Violeta",F,ROU
18642,"SZEKERES, Pal",M,HUN
18643,"SZELEI, Istvan",M,HUN
18644,"SZENDEY, Antal",M,HUN
18645,"SZENTE, Andras",M,HUN
18646,"SZENTMIHALYI, Antal",M,HUN
18647,"SZEPES-STRAUCH, Bela",M,HUN
18648,"SZEPESI, Gusztav",M,HUN
18649,"SZEWCZYK, Barbara",F,POL
18650,"SZEWINSKA, Irena",F,POL
18651,"SZIGAT, Andreas",M,GER
18652,"SZILAGYI, Katalin",F,HUN
18653,"SZILVASI, Miklos",M,HUN
18654,"SZITTYA, Karoly",M,HUN
18655,"SZIVOS, Istvan",M,HUN
18656,"SZOCS, Zsuzsa",F,HUN
18657,"SZOKOLYI, Alajos",M,HUN
18658,"SZOLTYSIK, Zygfryd",M,POL
18659,"SZOMBATHELYI, Tamas",M,HUN
18660,"SZONDI, Istvan",M,HUN
18661,"SZOSLAND, Kazimierz",M,POL
18662,"SZOZDA, Stanislaw",M,POL
18663,"SZTANITY, Zoltan",M,HUN
18664,"SZUCS, Lajos",M,HUN
18665,"SZUKALA, Rafal",M,POL
18666,"SZURKOWSKI, Ryszard",M,POL
18667,"SZUSZKIEWICZ, Wladyslaw",M,POL
18668,"SZYDLOWSKA, Irena",F,POL
18669,"SZYMANOWSKI, Antoni",M,POL
18670,"SZYMCZAK, Andrzej",M,POL
18671,"SZYMCZAK, Ryszard",M,POL
18672,"SZYMCZYK, Franciszek",M,POL
18673,"TÃ–NSBERG, Reidar",M,NOR
18674,"TÃ–PEL, HjÃ¶rdis",F,SWE
18675,"TÃ–RÃ–K, Ferenc",M,HUN
18676,"TÃ–RÃ–K, Gabor",M,HUN
18677,"TÃ–RÃ–K, Gyula",M,HUN
18678,"TÃ–RÃ–S, Olga",F,HUN
